text_a	text_b	labels
	Is that a straight line	1.0
It looks like my straight lines	Right away this is not a straight line	0.0
	So this is nonlinear	0.0
	This means not linear	0.0
	Okay	0.0
	Now the other way you could approach this without having to draw a graph if you dont have a graph its kind of tricky to do that sometimes	0.0
	You can look at these and I do want everyone to write these in if you havent	0.0
	Time what does it go up by every time	5.0
1	By 1 so youre going to write 1 five times	4.0
	So time goes up consistently in our table which makes it easy to compare the distances	0.0
	What does it go up by here	5.0
If SS those were 2 would it be linear	Yes	0.0
	So if the time was always going up by one second and these were always going up by the same amount then it would be linear	0.0
	Since these are going up by different amounts thats why this graph is SS crooked	0.0
	So not the same amount	0.0
	Lewis	1.0
The way that I think about it is that if you find that it goes up by a steady number on each side then its linear	Yes	0.0
	Thats true as long as time is going up by a steady amount	4.0
	You can still have a linear even if the time doesnt go up by a steady amount just have the other ones that they change by the right amount	0.0
	Okay but well talk about that a little more	0.0
	Okay Gemmas walking rate the graph would look this	0.0
	This is the Yaxis and the Xaxis time and distance	0.0
	there and then the last one will be up there	0.0
Thats good enough	Good enough thank you	0.0
	Its okay	0.0
	Is it a straight line is it	1.0
No	Its not perfect but its	0.0
But its good	Its good enough people	0.0
	Over here what does it go up by every time	5.0
2	2 were going to write these in	4.0
	If you havent I want you to write these in	0.0
	2 2 2 2 these go up by	5.0
One point five times every second	Yes were going to do that in a second	0.0
	Every two seconds the other one always goes up by three	0.0
	Thats a consistent rate just like Lewis was saying	0.0
	Yes I think it is important to talk about it every two seconds three meters	0.0
	How many meters per one second	5.0
15	One second is 15 meters	4.0
I was saying it was 15 times the time he walked	Thats the same thing as this ratio lets write the equation too	0.0
	Distance 15 x time	4.0
Can you turn X 23 equals to	Sure but normSSy it would be Y x 23 X because its this times 23 is that one	4.0
	You can absolutely write it like that but typicSSy were going to write Y equals or the second one equals	0.0
	Luiss walking rate does that equation look pretty similar to the one I just wrote	1.0
Yes	Luiss walking rate is going to be linear what is Luiss walking rate	5.0
225 meters per second	Okay I want you to write that in 225 meters per second thats pretty clear from the equation	4.0
	Everybody good with that so far	1.0
Yes	Lets take a look at the last one	0.0
	Lyles walking rate does that equation look like one that weve been working on in here	1.0
Not reSSy	Not reSSy	3.0
	It kind of has a division has a fraction and its a little bit tricky	0.0
	I do think its important to talk about this kind of equation because well see it a lot this year throughout the rest of the year but in this situation heres kind of scenario that this equation is talking about	0.0
	Lyle is doing a 100meter race	0.0
	I want you to write 100meter race	0.0
	Im telling you this because I know what this 100 means in here thats the distance	0.0
	This equation is talking about Lyles time that it takes him to do the 100meter race depending on how fast he goes	0.0
	Lets make a table	0.0
	I want to draw on this table so we can see what were actuSSy talking about here and what this equation means	0.0
Wait what does the R stands for	R represents walking rate	0.0
Is that the ratio table	This is not reSSy a ratio table	4.0
	Ratio tables are always for a proportional relationship	0.0
	This is not proportional its slightly different	0.0
	Heres what I want us to think about some different scenarios about how fast Lyle is walking	0.0
	If Lyle is walking one meter per second how long would it take him to do this race	5.0
100 seconds	Everybody agree 100 seconds	2.0
	Okay thats not reSSy racing	0.0
	Thats doing a very slow walk for 100meters	0.0
A snail could beat him	Everybody agree so far	2.0
Yes	Lets say Lyle goes one meter per second faster now hes going two meters per second	0.0
Lyle is speeding up now	How long is it going to take him to do this race	5.0
50 seconds	50 seconds because two meters per second takes 50 seconds to go 100	4.0
	Everyone good with that one so far	1.0
	What if Lyle does three meters per Second	5.0
33 13	Everybody agree 33 13 seconds	2.0
Yes	What about if he goes four meters per second	5.0
25 seconds	25 seconds	3.0
	Heres a good chance to reSSy start thinking about what does this mean to go four meters per second	0.0
	Elementary Ss first second third graders when they run as fast as they can for the 100meter dash it usuSSy takes about 25 seconds	0.0
	Its not very slow but its also not the fastest run that you could possibly do	0.0
How long  his age	We dont know Im just giving you an example to compare it to	0.0
	What about 5 meters per second	5.0
20	20	3.0
	20 seconds I would say its like if anyone in here was to run either as fast as they could I dont know it depends on how fast you are but itd probably be around 20 seconds for the 100meter dash	0.0
So goes for my grandpa to	Now the last one I want to talk about is imagine if its this like a dot dot dot 10 meters per second	0.0
	How long would it take you	5.0
	10 seconds	0.0
	This is like world record pace because a 10second 100meter dash some people can run nine and a half seconds but 10 seconds is pretty much as fast as it gets	0.0
	Thats reSSy reSSy reSSy fast	0.0
So it goes grandpa to walking to his speedwalking to kindergarten	Now the thing I want you to notice is this compared to the other ones these go up by 1 every time	0.0
	Everybody agree this goes up by 1	2.0
	Is this always going down by 50	1.0
No	No its going down by different amounts and then down by 5 here	4.0
	This is not linear because its going down by different amounts nonlinear	0.0
	Does that make sense that one	1.0
Is there a faster way to  you always	Well the reSSy fast way is eventuSSy were going to start graphing equations like this in our next unit	0.0
	Youll eventuSSy realize if an equation look like this theres a specific way that the graph looks	0.0
	UsuSSy if you have a variable in the denominator it makes it nonlinear	0.0
	That would be the thing to realize right now	0.0
	If youre dividing by a variable it makes it tricky	0.0
	SS right lets switch gears to the homework and that was a long warmup for today	0.0
	Were going to go quickly through the homework	0.0
	I just want to talk a little bit about some of the key things in question six	0.0
	Sponsor A is proportional and linear	0.0
	Sponsor B and C are not proportional theyre just linear theyre just straight lines	0.0
	Its reSSy important I need your focus everybody	0.0
	Its reSSy important that you know their sponsorship plans especiSSy those of you who were not here yesterday we talked about what a sponsorship plan is	0.0
	Thats how much money they get depending on how far they go in the walkathon	0.0
	Sponsor A based on the graph every one kilometer it goes up 3	0.0
	It goes 3 per kilometer the equation would be M3D if you want it its right there	0.0
	You didnt have to I just wrote it	0.0
	I think that its good to start seeing how they connect	0.0
For sponsor B instead of writing 5 donation I just wrote 5 no matter what	Thats fine	0.0
	Thats the same thing 5 regardless	0.0
	5 regardless starts at 5 and then is sponsor B getting anything every kilometer	1.0
No	No its just staying flat so thats down here	4.0
	This is an important question	0.0
